"Order","Price","LotFrontage","LotArea","LotConfig","HouseStyle","Quality","Condition","YearBuilt","YearRemodel","ExteriorQ","ExteriorC","Foundation","BasementHt","BasementC","BasementFin","BasementFinSF","BasementUnFinSF","BasementSF","Heating","HeatingQC","CentralAir","FirstSF","SecondSF","GroundSF","BasementFBath","BasementHBath","FullBath","HalfBath","Bedroom","KitchenQ","TotalRooms","Fireplaces","GarageType","GarageCars","GarageSF","GarageQ","GarageC","WoodDeckSF","OpenPorchSF","EnclosedPorchSF","ScreenPorchSF"
760,70,86,5160,"Inside","SFoyer",4,6,1923,1950,"TA","Gd","PConc","Gd","Fa","BLQ",749,46,858,"GasA","TA","Y",892,0,892,1,0,1,0,1,"Gd",5,0,"None",0,0,"None","None",0,0,105,160
1523,161.9,64,7804,"Inside","2.5Unf",6,7,1930,1950,"TA","TA","BrkTil","TA","TA","ALQ",281,0,960,"GasA","Ex","Y",960,960,1920,2,0,2,2,4,"TA",10,2,"Detchd",2,480,"TA","TA",248,0,121,0
1361,136,60,10266,"Inside","2Story",6,6,1952,1952,"TA","TA","CBlock","TA","TA","Rec",372,396,768,"GasA","TA","Y",768,768,1536,0,0,1,1,4,"TA",7,0,"Detchd",1,308,"TA","TA",0,216,80,0
1221,52,56,4130,"Inside","1Story",3,6,1935,2003,"Gd","TA","CBlock","TA","TA","Unf",0,270,270,"GasA","Gd","Y",729,0,729,0,0,1,0,2,"TA",5,0,"None",0,0,"None","None",0,0,0,0
1386,108.959,60,12900,"Inside","SFoyer",4,4,1969,1969,"TA","TA","CBlock","Gd","TA","GLQ",1198,0,1198,"GasA","TA","Y",1258,0,1258,2,0,0,2,0,"TA",6,0,"CarPort",2,400,"Fa","TA",120,0,0,0
33,127.5,53,4043,"Inside","1Story",6,5,1977,1977,"TA","TA","CBlock","Gd","TA","ALQ",360,709,1069,"GasA","TA","Y",1069,0,1069,0,0,2,0,2,"TA",4,1,"Attchd",2,440,"TA","TA",0,55,0,165
2910,127,41,2665,"Inside","2Story",5,6,1977,1977,"TA","TA","PConc","TA","TA","ALQ",548,36,757,"GasA","Ex","Y",925,550,1475,0,0,2,0,4,"TA",6,1,"Attchd",1,336,"TA","TA",104,26,0,0
2189,108.5,62,10042,"Corner","1.5Fin",6,8,1920,1995,"TA","TA","BrkTil","TA","TA","LwQ",144,238,660,"GasA","TA","Y",740,125,865,1,0,1,0,2,"TA",4,1,"Detchd",1,216,"TA","TA",0,0,84,0
1929,130,70,12198,"Inside","1Story",5,6,1955,1975,"TA","TA","CBlock","TA","TA","Rec",780,424,1204,"GasA","TA","Y",1411,0,1411,0,0,1,0,3,"TA",7,1,"Attchd",1,310,"TA","TA",278,82,0,0
2688,129,60,9873,"Inside","1Story",4,5,1970,1970,"TA","TA","CBlock","TA","TA","ALQ",789,171,960,"GasW","TA","N",960,0,960,1,0,1,0,3,"TA",6,0,"Detchd",2,576,"TA","TA",0,288,0,0
1529,231,54,7609,"Corner","2Story",8,9,1925,1997,"Gd","Gd","PConc","Fa","TA","ALQ",406,392,798,"GasA","Ex","Y",798,714,1512,1,0,2,0,3,"Gd",7,1,"Detchd",1,180,"TA","TA",85,16,41,0
1292,118,63,11426,"Inside","1.5Fin",4,6,1910,1996,"TA","TA","Stone","TA","TA","Unf",0,828,828,"GasA","Gd","Y",828,658,1594,0,0,2,0,3,"TA",9,0,"None",0,0,"None","None",0,172,109,0
1914,114.5,70,10150,"Inside","1Story",5,5,1958,1958,"TA","TA","CBlock","TA","TA","Rec",456,456,912,"GasA","Ex","Y",912,0,912,0,0,1,0,2,"TA",5,0,"Attchd",1,275,"TA","TA",0,0,0,0
1574,294,74,11563,"Inside","1Story",8,5,2006,2007,"Gd","TA","PConc","Ex","TA","GLQ",1036,482,1518,"GasA","Ex","Y",1537,0,1537,1,0,2,0,3,"Gd",8,0,"Attchd",3,788,"TA","TA",0,26,0,0
2219,315,70,10570,"Inside","2Story",8,8,1932,1994,"Gd","TA","CBlock","Gd","Gd","Rec",297,556,853,"GasA","TA","Y",1549,1178,2727,0,0,2,1,3,"Gd",10,2,"Detchd",2,440,"TA","TA",0,74,0,0
2714,149.5,74,7844,"Inside","2Story",6,7,1978,1978,"TA","TA","CBlock","TA","TA","ALQ",209,463,672,"GasA","TA","Y",672,728,1400,0,0,1,1,3,"TA",6,1,"Attchd",2,440,"TA","TA",0,0,0,0
262,128.2,75,10650,"Corner","1Story",5,6,1976,1976,"TA","TA","CBlock","TA","Gd","LwQ",182,0,894,"GasA","TA","Y",894,0,894,1,0,1,0,3,"TA",5,0,"Attchd",1,308,"TA","TA",365,0,0,0
1660,197.9,0,12384,"CulDSac","2Story",7,7,1976,1976,"TA","TA","CBlock","Gd","TA","Unf",0,793,793,"GasA","TA","Y",1142,793,1935,0,0,2,1,3,"TA",7,1,"Attchd",2,550,"TA","TA",0,113,252,0
1468,210,70,8750,"Inside","2Story",7,5,1994,1995,"Gd","Gd","PConc","Gd","TA","GLQ",642,273,915,"GasA","Ex","Y",933,975,1908,1,0,2,1,4,"Gd",8,1,"Attchd",2,493,"TA","TA",144,133,0,0
1183,150,0,24572,"CulDSac","2Story",9,3,1977,1977,"Gd","Gd","CBlock","Gd","TA","GLQ",410,584,994,"GasA","TA","Y",1599,1345,2944,0,0,2,2,3,"Gd",9,1,"Attchd",3,864,"TA","TA",140,70,16,0
916,177,57,7558,"Inside","1.5Fin",6,6,1928,1950,"TA","TA","BrkTil","TA","TA","Unf",0,896,896,"GasA","Gd","Y",1172,741,1913,0,0,1,1,3,"TA",9,1,"Detchd",2,342,"Fa","Fa",0,0,0,0
386,220,0,7500,"Inside","2Story",8,5,2000,2001,"Gd","TA","PConc","Gd","TA","Unf",0,1058,1058,"GasA","Ex","Y",1058,816,1874,0,0,2,1,3,"Gd",7,1,"Attchd",2,588,"TA","TA",0,134,0,0
2858,140,60,9550,"Corner","2Story",7,5,1915,1970,"TA","TA","BrkTil","TA","Gd","ALQ",216,540,756,"GasA","Gd","Y",961,756,1717,1,0,1,0,3,"Gd",7,1,"Detchd",3,642,"TA","TA",0,35,272,0
1251,110,57,7677,"Inside","1Story",5,5,1953,1953,"TA","TA","CBlock","TA","TA","BLQ",570,203,773,"GasA","Gd","Y",773,0,773,0,0,1,0,2,"TA",4,0,"Attchd",1,240,"TA","TA",0,0,0,0
651,95,107,10615,"Corner","2Story",3,5,1900,1970,"TA","TA","CBlock","Fa","TA","BLQ",440,538,978,"GasA","TA","Y",1014,685,1699,1,0,2,0,3,"TA",7,0,"CarPort",2,420,"Fa","Fa",0,74,0,0
1143,189,43,14565,"CulDSac","2Story",7,5,1994,1995,"Gd","TA","PConc","Gd","TA","GLQ",537,295,832,"GasA","Ex","Y",832,825,1657,0,0,2,1,3,"Gd",6,0,"Attchd",2,483,"TA","TA",144,74,0,0
2139,130,39,16300,"CulDSac","1Story",5,4,1977,1977,"TA","TA","CBlock","Gd","TA","Rec",60,399,876,"GasA","TA","Y",907,0,907,1,0,1,0,3,"TA",5,0,"Attchd",1,308,"TA","TA",0,0,0,0
325,139,94,9400,"Corner","2Story",6,5,1971,1971,"TA","TA","CBlock","TA","TA","Unf",0,912,912,"GasA","TA","Y",912,912,1824,0,0,2,2,4,"TA",8,0,"None",0,0,"None","None",128,0,0,0
2900,312.5,85,14331,"Inside","1Story",8,5,2002,2002,"Gd","TA","PConc","Ex","TA","GLQ",1274,526,1800,"GasA","Ex","Y",1800,0,1800,1,0,2,0,3,"Gd",7,1,"Attchd",3,765,"TA","TA",270,78,0,0
2526,262.5,0,20781,"CulDSac","1Story",7,7,1968,2003,"TA","TA","CBlock","TA","TA","BLQ",297,1203,1568,"GasA","TA","Y",2156,0,2156,0,0,2,0,3,"TA",9,1,"Attchd",2,508,"Gd","TA",0,80,0,0
2710,164.5,96,11777,"Inside","SLvl",5,6,1966,1966,"TA","TA","CBlock","TA","TA","LwQ",328,285,1164,"GasA","Ex","Y",1320,0,1320,1,0,1,0,3,"TA",6,2,"Attchd",2,564,"TA","TA",160,68,240,0
877,213,75,9750,"Inside","1Story",7,5,2000,2001,"Gd","TA","PConc","Gd","TA","Unf",0,1630,1630,"GasA","Ex","Y",1630,0,1630,0,0,2,0,3,"Gd",6,1,"Attchd",2,451,"TA","TA",74,234,0,0
1647,176,78,12090,"Inside","2Story",7,7,1981,2003,"Gd","TA","CBlock","Gd","TA","ALQ",321,404,725,"GasA","Ex","Y",725,754,1479,0,0,2,1,3,"Gd",6,1,"Attchd",2,484,"TA","TA",167,72,0,0
2673,202.5,69,11737,"Inside","2Story",6,7,1924,1996,"TA","TA","BrkTil","TA","TA","Unf",0,848,848,"GasW","TA","N",1017,810,1827,0,0,1,0,2,"TA",9,1,"Detchd",1,240,"Fa","TA",27,36,42,0
1043,106,21,1869,"Inside","2Story",6,6,1970,1970,"TA","TA","CBlock","TA","TA","Rec",321,162,483,"GasA","TA","Y",483,504,987,0,0,1,1,2,"TA",5,0,"Detchd",1,280,"TA","TA",0,0,0,0
2573,132.5,70,7728,"Inside","SLvl",5,6,1962,1962,"TA","TA","CBlock","TA","TA","ALQ",803,303,1106,"GasA","TA","Y",1190,0,1190,1,0,1,0,3,"TA",6,0,"Attchd",2,540,"TA","TA",0,18,0,0
1973,130,66,6760,"Inside","SFoyer",5,5,1962,1962,"TA","TA","CBlock","TA","TA","ALQ",734,162,896,"GasA","TA","Y",936,0,936,1,0,1,0,3,"TA",6,1,"Attchd",1,288,"TA","TA",24,90,160,0
2533,142,80,9600,"Corner","1Story",5,5,1968,1968,"TA","TA","CBlock","TA","TA","ALQ",758,293,1051,"GasA","Gd","Y",1051,0,1051,1,0,1,0,3,"TA",6,0,"Attchd",2,504,"TA","TA",0,0,0,0
394,148.5,0,8750,"Inside","1Story",5,6,1970,1970,"TA","TA","CBlock","TA","TA","BLQ",828,174,1002,"GasA","TA","Y",1002,0,1002,1,0,1,0,3,"TA",5,0,"Detchd",2,902,"TA","TA",0,0,0,0
1645,174,0,10960,"Inside","1Story",6,5,1984,1984,"TA","TA","CBlock","Gd","TA","GLQ",256,1028,1284,"GasA","TA","Y",1284,0,1284,1,0,2,0,3,"TA",5,0,"Attchd",2,480,"TA","TA",0,0,192,0
963,175,130,11457,"Corner","1Story",6,5,1988,1988,"TA","TA","CBlock","Gd","TA","GLQ",1005,387,1392,"GasA","TA","Y",1412,0,1412,1,0,2,0,3,"Gd",6,1,"Attchd",2,576,"TA","TA",0,0,169,0
195,134,50,6000,"Inside","1.5Fin",6,7,1939,1950,"TA","TA","BrkTil","TA","Gd","BLQ",452,144,608,"GasA","TA","Y",608,524,1132,1,0,1,0,2,"TA",5,0,"Detchd",1,240,"TA","TA",0,0,128,0
2249,156,0,7540,"CulDSac","SFoyer",6,6,1978,1978,"TA","TA","CBlock","Gd","TA","GLQ",773,115,888,"GasA","Ex","Y",912,0,912,1,0,1,0,2,"TA",5,1,"Attchd",2,470,"TA","TA",0,0,0,192
2052,118.5,61,7943,"Inside","1Story",4,5,1961,1961,"TA","Fa","CBlock","TA","TA","Rec",903,126,1029,"GasA","Gd","Y",1029,0,1029,1,0,1,0,3,"TA",5,0,"Attchd",1,261,"TA","TA",64,0,39,0
34,149.9,24,2280,"FR2","2Story",6,6,1975,1975,"TA","TA","CBlock","TA","TA","ALQ",514,341,855,"GasA","TA","Y",855,601,1456,0,0,2,1,3,"Gd",6,1,"Attchd",2,440,"TA","TA",173,0,0,0
1632,170,0,3696,"Inside","1Story",8,5,1986,1986,"Gd","TA","CBlock","Gd","TA","Unf",0,1074,1074,"GasA","Ex","Y",1088,0,1088,0,0,1,1,2,"Gd",5,0,"Attchd",2,461,"TA","TA",0,74,137,0
1170,290,42,4385,"Inside","1Story",9,5,2001,2001,"Gd","TA","PConc","Ex","TA","GLQ",964,455,1419,"GasA","Ex","Y",1419,0,1419,1,0,1,1,2,"Ex",5,1,"Attchd",2,588,"TA","TA",155,58,0,0
461,286.5,129,16770,"Corner","1Story",8,5,2002,2003,"Gd","TA","PConc","Ex","TA","GLQ",1196,516,1712,"GasA","Ex","Y",1712,0,1712,1,0,2,0,3,"Gd",8,1,"Attchd",3,701,"TA","TA",218,183,0,0
1153,115,65,8450,"Inside","1Story",5,5,1968,1968,"TA","TA","CBlock","TA","Fa","ALQ",890,0,890,"GasA","Gd","N",890,0,890,1,0,1,0,3,"TA",5,0,"Detchd",1,308,"TA","TA",0,0,0,0
1160,196,59,4282,"Inside","1Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","GLQ",16,1375,1391,"GasA","Ex","Y",1391,0,1391,0,0,2,0,2,"Gd",5,0,"Attchd",2,530,"TA","TA",156,158,0,0
1720,209.5,34,4590,"Inside","1Story",8,5,2006,2006,"Gd","TA","PConc","Gd","Gd","GLQ",24,1530,1554,"GasA","Ex","Y",1554,0,1554,0,0,2,0,2,"Gd",6,1,"Attchd",2,627,"TA","TA",156,73,0,0
970,139.5,75,12518,"Inside","1Story",5,7,1968,1968,"TA","TA","CBlock","TA","TA","ALQ",532,476,1008,"GasA","Gd","Y",1008,0,1008,0,0,1,0,3,"Gd",6,0,"Attchd",1,384,"TA","TA",144,0,0,0
2208,139,53,5362,"Corner","1.5Fin",5,6,1910,2003,"TA","TA","PConc","TA","TA","Unf",0,661,661,"GasA","Ex","Y",661,589,1250,0,0,2,0,3,"TA",8,1,"Detchd",2,552,"TA","TA",242,0,81,0
2046,200.5,138,18030,"Inside","1.5Fin",5,6,1946,1994,"TA","TA","CBlock","TA","TA","Rec",152,977,1598,"GasA","TA","Y",1636,971,3086,0,0,3,0,3,"Ex",12,1,"None",0,0,"None","None",122,0,0,0
2214,239,86,22420,"Inside","2Story",6,6,1918,1950,"TA","TA","BrkTil","Gd","TA","BLQ",1128,242,1370,"GasW","TA","N",1370,1254,2624,1,0,2,1,4,"TA",10,1,"Detchd",3,864,"TA","TA",0,0,0,0
1404,177,124,11512,"Corner","SLvl",6,7,1959,2006,"TA","TA","CBlock","TA","TA","ALQ",719,300,1019,"GasA","Gd","Y",1357,0,1357,1,0,1,0,2,"Ex",5,1,"Basment",1,312,"TA","TA",0,0,0,163
1425,248.5,65,9345,"Inside","1Story",8,5,2007,2007,"Gd","TA","PConc","Gd","TA","Unf",0,1615,1615,"GasA","Ex","Y",1615,0,1615,0,0,2,0,3,"Gd",7,1,"Attchd",3,864,"TA","TA",168,30,0,0
1154,119.916,60,6360,"Inside","1Story",5,5,1963,1963,"TA","TA","CBlock","Gd","Gd","ALQ",489,375,864,"GasA","TA","Y",864,0,864,0,0,1,0,3,"TA",5,0,"Attchd",1,276,"TA","TA",0,0,0,0
255,138.5,82,14235,"Inside","1.5Fin",6,8,1900,1993,"TA","TA","PConc","Fa","Gd","Unf",0,676,676,"GasA","TA","Y",831,614,1445,0,0,2,0,3,"TA",6,0,"Detchd",2,484,"TA","TA",0,59,0,0
676,133,60,12144,"Inside","1Story",5,7,1949,1950,"Gd","TA","CBlock","TA","TA","Rec",375,457,832,"GasA","Gd","Y",1036,0,1268,0,0,1,0,3,"TA",6,1,"Attchd",1,288,"TA","TA",0,28,0,0
797,131,60,11409,"Inside","1.5Fin",5,4,1949,2008,"TA","TA","CBlock","TA","TA","LwQ",292,476,768,"GasA","Gd","Y",1148,568,1716,0,0,1,1,3,"TA",8,1,"Attchd",1,281,"TA","TA",0,0,0,160
862,133,70,8445,"Corner","SFoyer",5,7,1972,2007,"TA","TA","CBlock","Gd","TA","GLQ",656,112,768,"GasA","TA","Y",768,0,768,1,0,1,0,2,"TA",5,0,"Detchd",2,396,"TA","TA",58,0,0,0
1977,89.5,56,4480,"Corner","1Story",5,5,1922,1950,"TA","TA","PConc","Fa","Fa","LwQ",782,240,1022,"GasA","TA","N",1022,0,1022,1,0,1,0,2,"Fa",4,1,"Detchd",1,184,"TA","Fa",0,122,20,0
1817,144,0,9180,"CulDSac","SFoyer",5,7,1983,1983,"TA","TA","CBlock","Gd","TA","ALQ",747,0,840,"GasA","Gd","Y",884,0,884,1,0,1,0,2,"Gd",5,0,"Attchd",2,504,"TA","Gd",240,0,0,0
1436,215.7,0,13142,"Corner","2Story",6,5,1997,1997,"TA","TA","PConc","Gd","TA","GLQ",688,176,864,"GasA","Ex","Y",872,899,1771,1,0,2,1,3,"Gd",6,0,"Attchd",2,600,"TA","TA",0,96,0,0
2596,99.8,60,10410,"Inside","1Story",3,8,1930,2001,"TA","Gd","PConc","TA","TA","Unf",0,713,713,"GasA","Ex","Y",713,0,713,0,0,1,0,2,"Gd",5,0,"Detchd",1,371,"Fa","Fa",0,75,161,0
2812,196.5,89,11645,"Corner","2Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","Unf",0,860,860,"GasA","Ex","Y",860,860,1720,0,0,2,1,3,"Gd",7,0,"Attchd",2,565,"TA","TA",0,70,0,0
200,138.4,52,6240,"Inside","1.5Fin",5,5,1930,1950,"TA","TA","BrkTil","TA","TA","LwQ",448,480,928,"GasA","TA","Y",928,608,1536,0,0,2,0,4,"TA",7,1,"Detchd",2,480,"TA","TA",0,10,0,0
304,110,50,9140,"Inside","1.5Fin",6,5,1921,1975,"TA","TA","BrkTil","TA","TA","BLQ",308,321,629,"GasA","Fa","Y",727,380,1107,0,0,1,0,2,"TA",5,0,"Detchd",1,625,"TA","TA",0,56,0,200
103,155,24,2572,"FR2","2Story",7,5,1999,1999,"Gd","TA","PConc","Gd","TA","ALQ",604,92,696,"GasA","Ex","Y",696,720,1416,1,0,2,1,3,"Gd",6,0,"Detchd",2,484,"TA","TA",0,44,0,0
2701,131,100,21370,"FR2","1Story",5,5,1950,1950,"TA","TA","Slab","None","None","None",0,0,0,"GasA","TA","Y",1640,0,1640,0,0,1,0,3,"TA",7,1,"Attchd",2,394,"TA","TA",0,0,225,0
1558,81,120,18000,"Inside","1Story",3,4,1935,1950,"Fa","TA","CBlock","TA","TA","Unf",0,894,894,"GasA","TA","Y",894,0,894,0,0,1,0,2,"TA",6,0,"Detchd",3,1248,"TA","TA",0,20,0,0
1686,314.813,90,11694,"Inside","1Story",9,5,2007,2007,"Ex","TA","PConc","Ex","TA","GLQ",48,1774,1822,"GasA","Ex","Y",1828,0,1828,0,0,2,0,3,"Gd",9,1,"Attchd",3,774,"TA","TA",0,108,0,260
767,103.6,54,6629,"Inside","2Story",6,6,1925,1950,"TA","Gd","BrkTil","TA","TA","BLQ",551,121,672,"GasA","TA","N",697,672,1369,1,0,2,0,3,"TA",6,0,"Detchd",1,300,"TA","TA",147,0,0,0
2668,93.5,33,5976,"Inside","2Story",5,7,1920,1950,"TA","TA","PConc","TA","TA","Unf",0,624,624,"GasA","Gd","N",624,624,1248,0,0,2,0,2,"TA",8,0,"None",0,0,"None","None",0,130,256,0
399,120.5,60,6960,"Inside","1Story",4,6,1970,1970,"TA","TA","CBlock","TA","TA","ALQ",375,250,864,"GasA","TA","Y",864,0,864,0,0,1,0,3,"Gd",5,0,"Detchd",2,660,"TA","TA",96,0,0,0
1697,395,110,14226,"Corner","1Story",8,5,2006,2006,"Gd","TA","PConc","Gd","TA","Unf",0,1935,1935,"GasA","Gd","Y",1973,0,1973,0,0,2,0,3,"Gd",9,1,"Attchd",3,895,"TA","TA",315,45,0,0
1041,100,21,1680,"Inside","2Story",6,5,1973,1973,"TA","TA","CBlock","TA","TA","BLQ",330,153,483,"GasA","TA","Y",483,504,987,1,0,1,1,2,"TA",5,0,"Detchd",1,264,"TA","TA",0,0,0,0
401,97,70,10500,"FR2","1Story",4,6,1971,1971,"TA","TA","CBlock","TA","TA","ALQ",524,160,864,"GasA","Gd","Y",864,0,864,0,0,1,0,2,"TA",4,0,"Detchd",2,576,"TA","TA",216,0,0,0
1747,188.5,65,16219,"Inside","SLvl",7,5,2004,2005,"Gd","TA","PConc","Gd","TA","GLQ",779,56,835,"GasA","Ex","Y",1119,0,1119,1,0,2,0,2,"Gd",5,0,"Attchd",2,437,"TA","TA",100,24,0,0
1169,285,0,4538,"Inside","1Story",9,5,2001,2001,"Gd","TA","PConc","Ex","TA","GLQ",1004,306,1310,"GasA","Ex","Y",1310,0,1310,1,0,1,1,1,"Gd",5,1,"Attchd",2,545,"TA","TA",277,45,0,0
531,185,62,7500,"Inside","1Story",7,5,2004,2005,"Gd","TA","PConc","Gd","TA","GLQ",410,811,1221,"GasA","Ex","Y",1221,0,1221,1,0,2,0,2,"Gd",6,0,"Attchd",2,400,"TA","TA",0,113,0,0
2426,167.24,43,3010,"Inside","1Story",7,5,2005,2006,"Gd","TA","PConc","Gd","TA","GLQ",16,1232,1248,"GasA","Ex","Y",1248,0,1248,0,0,2,0,2,"Gd",5,0,"Attchd",2,438,"TA","TA",108,0,0,0
4,244,93,11160,"Corner","1Story",7,5,1968,1968,"Gd","TA","CBlock","TA","TA","ALQ",1065,1045,2110,"GasA","Ex","Y",2110,0,2110,1,0,2,1,3,"Ex",8,2,"Attchd",2,522,"TA","TA",0,0,0,0
463,173,48,3480,"Inside","1Story",7,5,2003,2003,"Gd","TA","PConc","Gd","TA","Unf",0,1405,1405,"GasA","Ex","Y",1405,0,1405,0,0,2,0,2,"Gd",6,1,"Attchd",2,478,"TA","TA",148,36,0,0
1534,198,0,11700,"Inside","1.5Fin",5,6,1937,1995,"TA","TA","CBlock","TA","TA","BLQ",606,336,942,"GasA","Ex","Y",1265,673,1938,0,0,2,0,4,"Gd",7,1,"Detchd",1,240,"TA","TA",0,40,0,0
1767,252,83,10790,"Inside","2Story",7,5,1998,1998,"Gd","TA","PConc","Gd","TA","Unf",0,1066,1066,"GasA","Ex","Y",1108,1277,2385,0,0,2,1,4,"Gd",8,1,"BuiltIn",3,600,"TA","TA",120,38,0,0
2257,330,0,9763,"Inside","1Story",7,5,1998,1998,"Gd","TA","PConc","Gd","TA","GLQ",1102,328,1502,"GasA","Ex","Y",1502,0,1502,1,0,1,1,1,"Gd",5,1,"Attchd",1,286,"TA","TA",0,0,0,0
2501,334,105,11025,"Inside","2Story",8,5,1992,1993,"Gd","TA","PConc","Ex","TA","GLQ",1118,216,1334,"GasA","Ex","Y",1520,1306,2826,1,0,2,1,3,"Gd",9,3,"Attchd",3,888,"TA","TA",177,208,186,0
1583,175,85,10200,"Inside","SLvl",6,5,1988,1989,"Gd","TA","CBlock","Gd","TA","GLQ",783,678,1461,"GasA","Ex","Y",1509,0,1509,1,0,2,0,3,"Gd",5,1,"Attchd",2,600,"TA","TA",224,0,0,0
2359,155,80,10000,"Inside","1Story",6,6,1974,1974,"TA","TA","CBlock","TA","TA","ALQ",755,348,1103,"GasA","TA","Y",1103,0,1103,0,0,2,0,3,"TA",6,0,"Attchd",2,462,"TA","TA",295,84,0,0
2915,79.4,21,1484,"Inside","2Story",4,4,1972,1972,"TA","TA","CBlock","TA","TA","Rec",252,294,546,"GasA","TA","Y",546,546,1092,0,0,1,1,3,"TA",5,0,"Attchd",1,253,"TA","Fa",0,0,0,0
7,213.5,41,4920,"Inside","1Story",8,5,2001,2001,"Gd","TA","PConc","Gd","TA","GLQ",616,722,1338,"GasA","Ex","Y",1338,0,1338,1,0,2,0,2,"Gd",6,0,"Attchd",2,582,"TA","TA",0,0,170,0
2412,170.44,65,10237,"Inside","2Story",6,5,2005,2006,"Gd","TA","PConc","Gd","TA","Unf",0,728,728,"GasA","Ex","Y",728,728,1456,0,0,2,1,3,"Gd",8,1,"Attchd",2,390,"TA","TA",0,24,0,0
1135,146,63,13072,"Inside","1Story",6,5,2005,2006,"TA","TA","PConc","Gd","Gd","GLQ",80,1095,1175,"GasA","Ex","Y",1175,0,1175,1,0,1,0,3,"Gd",6,0,"None",0,0,"None","None",0,90,0,0
886,167,75,9937,"Corner","1Story",5,7,1964,1999,"TA","Gd","PConc","TA","TA","BLQ",637,849,1486,"GasA","Ex","Y",1486,0,1486,1,0,1,0,3,"TA",7,0,"Detchd",2,480,"TA","TA",0,0,0,0
2095,228.5,82,11287,"Inside","2Story",7,6,1989,1989,"Gd","TA","CBlock","Gd","TA","GLQ",421,386,807,"GasA","Gd","Y",1175,807,1982,0,0,2,1,3,"Gd",7,1,"Attchd",2,575,"TA","TA",0,84,0,0
1446,149.9,65,8385,"Inside","SLvl",5,8,1977,1977,"Gd","TA","CBlock","Gd","Gd","GLQ",595,390,985,"GasA","TA","Y",985,0,985,0,0,2,0,3,"TA",6,0,"Attchd",1,328,"TA","TA",210,0,0,0
89,127,0,6897,"Corner","1Story",5,8,1962,2010,"TA","Gd","CBlock","TA","TA","ALQ",659,381,1040,"GasA","Ex","Y",1040,0,1040,1,0,1,1,3,"TA",6,0,"Detchd",1,260,"TA","TA",0,104,0,0
1689,318,93,12085,"Inside","1Story",8,5,2007,2007,"Gd","TA","PConc","Ex","TA","GLQ",1004,730,1734,"GasA","Ex","Y",1734,0,1734,1,0,2,0,3,"Ex",7,1,"Attchd",3,928,"TA","TA",0,0,0,0
527,241,65,8125,"Inside","2Story",7,5,2006,2007,"Gd","TA","PConc","Gd","TA","GLQ",812,280,1092,"GasA","Ex","Y",1112,438,1550,1,0,2,0,2,"Gd",7,0,"Attchd",2,438,"TA","TA",0,168,0,0
1865,240.05,80,8000,"Inside","2Story",6,6,1970,1970,"TA","TA","CBlock","TA","TA","Rec",915,93,1008,"GasA","TA","Y",1403,1008,2411,1,0,2,1,4,"TA",8,1,"Attchd",2,570,"TA","TA",0,192,0,0
